module_name,model_name,oracle_group_id,scenario_name,realization_id,source_sector_id,top1_predicted_action_id,oracle_selected_action_id,oracle_match_top1,oracle_match_top2,oracle_reward,selected_true_reward,regret
LB/MLB,Random_Forest,101,mixed_conflict,2,4,9438,9438,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,102,mixed_conflict,2,5,9441,9441,1,1,0,0,0
LB/MLB,Random_Forest,103,mixed_conflict,2,6,9456,9456,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,104,mixed_conflict,2,7,9467,9467,1,1,0,0,0
LB/MLB,Random_Forest,105,mixed_conflict,2,8,9480,9480,1,1,0,0,0
LB/MLB,Random_Forest,106,mixed_conflict,2,9,9493,9493,1,1,0,0,0
LB/MLB,Random_Forest,107,mixed_conflict,2,10,9506,9506,1,1,0,0,0
LB/MLB,Random_Forest,108,mixed_conflict,2,11,9529,9529,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,109,mixed_conflict,2,12,9535,9534,0,1,-0.1338,-0.303168453543336,0.169368453543336
LB/MLB,Random_Forest,110,mixed_conflict,2,13,9547,9547,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,111,mixed_conflict,2,15,9568,9568,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,112,mixed_conflict,2,16,9582,9582,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,113,mixed_conflict,2,17,9584,9584,1,1,0,0,0
LB/MLB,Random_Forest,114,mixed_conflict,2,19,9597,9597,1,1,0,0,0
LB/MLB,Random_Forest,115,mixed_conflict,2,20,9610,9610,1,1,0,0,0
LB/MLB,Random_Forest,116,mixed_conflict,2,21,9625,9625,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,118,outage_sector,2,17,9649,9649,1,1,0,0,0
LB/MLB,Random_Forest,119,outage_sector,2,20,9662,9662,1,1,0,0,0
LB/MLB,Random_Forest,138,degraded_sector,3,1,9916,9917,0,0,0.06625,0.0579328458249085,0.0083171541750915
LB/MLB,Random_Forest,142,mixed_conflict,3,4,9961,9961,1,1,0,0,0
LB/MLB,Random_Forest,143,mixed_conflict,3,5,9976,9976,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,144,mixed_conflict,3,6,9987,9987,1,1,0,0,0
LB/MLB,Random_Forest,145,mixed_conflict,3,7,10000,10000,1,1,0,0,0
LB/MLB,Random_Forest,146,mixed_conflict,3,8,10013,10013,1,1,0,0,0
LB/MLB,Random_Forest,147,mixed_conflict,3,9,10028,10028,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,148,mixed_conflict,3,10,10045,10045,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,149,mixed_conflict,3,11,10052,10052,1,1,0,0,0
LB/MLB,Random_Forest,150,mixed_conflict,3,12,10068,10068,1,1,0.0928114796445559,0.0928114796445559,0
LB/MLB,Random_Forest,151,mixed_conflict,3,13,10089,10089,1,1,0.24652193582895,0.24652193582895,0
LB/MLB,Random_Forest,152,mixed_conflict,3,14,10102,10102,1,1,0.0278065049344035,0.0278065049344035,0
LB/MLB,Random_Forest,153,mixed_conflict,3,16,10111,10111,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,154,mixed_conflict,3,19,10117,10117,1,1,0,0,0
LB/MLB,Random_Forest,155,mixed_conflict,3,20,10133,10133,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,156,mixed_conflict,3,21,10143,10143,1,1,0,0,0
LB/MLB,Random_Forest,157,normal,3,3,10159,10160,0,0,0.06625,0.0331519847526899,0.0330980152473101
LB/MLB,Random_Forest,176,degraded_sector,4,6,10403,10403,1,1,0,0,0
LB/MLB,Random_Forest,177,degraded_sector,4,12,10419,10419,1,1,-0.0238668566292451,-0.0238668566292451,0
LB/MLB,Random_Forest,178,degraded_sector,4,13,10440,10441,0,0,0.05540156711438,0.02770078355719,0.02770078355719
LB/MLB,Random_Forest,179,degraded_sector,4,17,10442,10442,1,1,0,0,0
LB/MLB,Random_Forest,180,handover_stress,4,2,10455,10455,1,1,0,0,0
LB/MLB,Random_Forest,181,handover_stress,4,16,10479,10479,1,1,0.0697161126571549,0.0697161126571549,0
LB/MLB,Random_Forest,217,handover_stress,5,3,10947,10947,1,1,0.111482705411398,0.111482705411398,0
LB/MLB,Random_Forest,218,handover_stress,5,4,10960,10960,1,1,-0.0310552605818644,-0.0310552605818644,0
LB/MLB,Random_Forest,219,handover_stress,5,20,10962,10962,1,1,0,0,0
LB/MLB,Random_Forest,237,outage_sector,5,1,11199,11199,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,256,degraded_sector,6,2,11454,11454,1,1,-0.0300447383259831,-0.0300447383259831,0
LB/MLB,Random_Forest,257,degraded_sector,6,16,11456,11456,1,1,0,0,0
LB/MLB,Random_Forest,258,degraded_sector,6,20,11469,11469,1,1,0,0,0
LB/MLB,Random_Forest,278,outage_sector,6,9,11732,11732,1,1,-0.0229697407911832,-0.0229697407911832,0
LB/MLB,Random_Forest,279,outage_sector,6,18,11742,11742,1,1,0,0,0
LB/MLB,Random_Forest,338,mixed_conflict,8,1,12509,12509,1,1,0,0,0
LB/MLB,Random_Forest,339,mixed_conflict,8,2,12522,12522,1,1,0,0,0
LB/MLB,Random_Forest,340,mixed_conflict,8,3,12537,12537,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,341,mixed_conflict,8,4,12548,12548,1,1,0,0,0
LB/MLB,Random_Forest,342,mixed_conflict,8,5,12571,12571,1,1,-0.127500000000001,-0.127500000000001,0
LB/MLB,Random_Forest,343,mixed_conflict,8,6,12580,12580,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,344,mixed_conflict,8,7,12590,12590,1,1,0.0549706298324548,0.0549706298324548,0
LB/MLB,Random_Forest,345,mixed_conflict,8,9,12600,12600,1,1,0,0,0
LB/MLB,Random_Forest,346,mixed_conflict,8,10,12616,12616,1,1,-0.0226783824449851,-0.0226783824449851,0
LB/MLB,Random_Forest,347,mixed_conflict,8,11,12633,12633,1,1,0.0549706298324548,0.0549706298324548,0
LB/MLB,Random_Forest,348,mixed_conflict,8,12,12639,12639,1,1,0,0,0
LB/MLB,Random_Forest,349,mixed_conflict,8,13,12663,12663,1,1,-0.0391649553756275,-0.0391649553756275,0
LB/MLB,Random_Forest,350,mixed_conflict,8,16,12665,12665,1,1,0,0,0
LB/MLB,Random_Forest,351,mixed_conflict,8,19,12678,12678,1,1,0,0,0
LB/MLB,Random_Forest,352,mixed_conflict,8,20,12697,12697,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,353,mixed_conflict,8,21,12704,12704,1,1,0,0,0
LB/MLB,Random_Forest,445,degraded_sector,11,8,13900,13900,1,1,0,0,0
LB/MLB,Random_Forest,503,overload,12,3,14664,14664,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,504,overload,12,5,14670,14670,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,505,overload,12,6,14680,14680,1,1,0,0,0
LB/MLB,Random_Forest,506,overload,12,7,14704,14705,0,1,0.06625,0.038802521079332,0.027447478920668
LB/MLB,Random_Forest,507,overload,12,8,14706,14706,1,1,0,0,0
LB/MLB,Random_Forest,508,overload,12,9,14719,14719,1,1,0,0,0
LB/MLB,Random_Forest,509,overload,12,10,14739,14739,1,1,0.00152607602945076,0.00152607602945076,0
LB/MLB,Random_Forest,510,overload,12,12,14747,14747,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,511,overload,12,13,14761,14768,0,1,-0.1338,-0.220202436731007,0.086402436731007
LB/MLB,Random_Forest,512,overload,12,14,14781,14781,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,513,overload,12,15,14784,14784,1,1,0,0,0
LB/MLB,Random_Forest,514,overload,12,16,14797,14797,1,1,0,0,0
LB/MLB,Random_Forest,515,overload,12,17,14812,14812,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,516,overload,12,18,14833,14833,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,517,overload,12,19,14842,14842,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,518,overload,12,20,14859,14859,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,541,overload,13,1,15150,15150,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,542,overload,13,2,15161,15161,1,1,0,0,0
LB/MLB,Random_Forest,543,overload,13,3,15174,15174,1,1,0,0,0
LB/MLB,Random_Forest,544,overload,13,6,15187,15187,1,1,0,0,0
LB/MLB,Random_Forest,545,overload,13,7,15200,15200,1,1,0,0,0
LB/MLB,Random_Forest,546,overload,13,8,15213,15213,1,1,0,0,0
LB/MLB,Random_Forest,547,overload,13,9,15237,15236,0,1,-0.1338,-0.152114420971201,0.018314420971201
LB/MLB,Random_Forest,548,overload,13,10,15249,15249,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,549,overload,13,11,15252,15252,1,1,0,0,0
LB/MLB,Random_Forest,550,overload,13,12,15265,15265,1,1,0,0,0
LB/MLB,Random_Forest,551,overload,13,13,15278,15278,1,1,0,0,0
LB/MLB,Random_Forest,552,overload,13,14,15291,15291,1,1,0,0,0
LB/MLB,Random_Forest,553,overload,13,15,15304,15304,1,1,0,0,0
LB/MLB,Random_Forest,554,overload,13,16,15317,15317,1,1,0,0,0
LB/MLB,Random_Forest,555,overload,13,17,15330,15330,1,1,0,0,0
LB/MLB,Random_Forest,556,overload,13,18,15343,15343,1,1,0,0,0
LB/MLB,Random_Forest,557,overload,13,19,15356,15356,1,1,0,0,0
LB/MLB,Random_Forest,558,overload,13,20,15369,15369,1,1,0,0,0
LB/MLB,Random_Forest,559,overload,13,21,15382,15382,1,1,0,0,0
LB/MLB,Random_Forest,581,normal,14,12,15675,15675,1,1,0.253336968086199,0.253336968086199,0
LB/MLB,Random_Forest,582,normal,14,15,15692,15693,0,0,0.0496621311874375,0.0248310655937187,0.0248310655937188
LB/MLB,Random_Forest,584,overload,14,1,15718,15717,0,1,-0.1338,-0.138640725292252,0.00484072529225199
LB/MLB,Random_Forest,585,overload,14,2,15720,15720,1,1,0,0,0
LB/MLB,Random_Forest,586,overload,14,4,15733,15733,1,1,0,0,0
LB/MLB,Random_Forest,587,overload,14,5,15746,15746,1,1,0,0,0
LB/MLB,Random_Forest,588,overload,14,6,15770,15770,1,1,-0.00140430236559004,-0.00140430236559004,0
LB/MLB,Random_Forest,589,overload,14,7,15774,15774,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,590,overload,14,9,15785,15785,1,1,0,0,0
LB/MLB,Random_Forest,591,overload,14,10,15800,15800,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,592,overload,14,11,15818,15818,1,1,0.0319825215707537,0.0319825215707537,0
LB/MLB,Random_Forest,593,overload,14,12,15824,15824,1,1,0,0,0
LB/MLB,Random_Forest,594,overload,14,13,15837,15837,1,1,0,0,0
LB/MLB,Random_Forest,595,overload,14,14,15850,15850,1,1,0,0,0
LB/MLB,Random_Forest,596,overload,14,15,15873,15873,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,597,overload,14,16,15879,15879,1,1,0.255353264755623,0.255353264755623,0
LB/MLB,Random_Forest,598,overload,14,17,15889,15889,1,1,0,0,0
LB/MLB,Random_Forest,599,overload,14,18,15908,15908,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,600,overload,14,19,15926,15926,1,1,0.0710095313072528,0.0710095313072528,0
LB/MLB,Random_Forest,601,overload,14,21,15939,15939,1,1,0.242606461354412,0.242606461354412,0
LB/MLB,Random_Forest,624,overload,15,1,16234,16233,0,1,-0.1338,-0.194651115206165,0.060851115206165
LB/MLB,Random_Forest,625,overload,15,2,16247,16247,1,1,-0.076381129789331,-0.076381129789331,0
LB/MLB,Random_Forest,626,overload,15,3,16253,16253,1,1,0,0,0
LB/MLB,Random_Forest,627,overload,15,4,16277,16278,0,1,0.0315120684507848,0.0241143715659886,0.0073976968847962
LB/MLB,Random_Forest,628,overload,15,5,16285,16285,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,629,overload,15,6,16295,16295,1,1,0.180498402437508,0.180498402437508,0
LB/MLB,Random_Forest,630,overload,15,7,16308,16308,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,631,overload,15,11,16325,16325,1,1,-0.0109514471547328,-0.0109514471547328,0
LB/MLB,Random_Forest,632,overload,15,12,16342,16343,0,1,0.06625,0.0545167011052005,0.0117332988947995
LB/MLB,Random_Forest,633,overload,15,15,16351,16351,1,1,-0.0763811297893309,-0.0763811297893309,0
LB/MLB,Random_Forest,634,overload,15,16,16357,16357,1,1,0,0,0
LB/MLB,Random_Forest,635,overload,15,17,16370,16370,1,1,0,0,0
LB/MLB,Random_Forest,636,overload,15,18,16383,16383,1,1,0,0,0
LB/MLB,Random_Forest,637,overload,15,20,16396,16396,1,1,0,0,0
LB/MLB,Random_Forest,638,overload,15,21,16412,16412,1,1,0.180498402437508,0.180498402437508,0
LB/MLB,Random_Forest,640,handover_stress,16,12,16435,16435,1,1,0,0,0
LB/MLB,Random_Forest,641,handover_stress,16,16,16459,16459,1,1,-0.0376068534224859,-0.0376068534224859,0
LB/MLB,Random_Forest,674,handover_stress,17,12,16884,16884,1,1,0.119854897805275,0.119854897805275,0
LB/MLB,Random_Forest,724,outage_sector,18,14,17530,17530,1,1,-0.0265677932647433,-0.0265677932647433,0
LB/MLB,Random_Forest,744,mixed_conflict,19,3,17790,17790,1,1,-0.0253822742620194,-0.0253822742620194,0
LB/MLB,Random_Forest,745,mixed_conflict,19,4,17807,17807,1,1,0.0828676368966002,0.0828676368966002,0
LB/MLB,Random_Forest,746,mixed_conflict,19,5,17816,17816,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,747,mixed_conflict,19,6,17832,17832,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,748,mixed_conflict,19,7,17846,17846,1,1,0.084969746098823,0.084969746098823,0
LB/MLB,Random_Forest,749,mixed_conflict,19,8,17855,17855,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,750,mixed_conflict,19,11,17868,17868,1,1,-0.0386537230535165,-0.0386537230535165,0
LB/MLB,Random_Forest,751,mixed_conflict,19,12,17889,17889,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,752,mixed_conflict,19,13,17893,17893,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,753,mixed_conflict,19,14,17914,17914,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,754,mixed_conflict,19,15,17917,17917,1,1,0,0,0
LB/MLB,Random_Forest,755,mixed_conflict,19,17,17936,17936,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,756,mixed_conflict,19,19,17949,17949,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,757,mixed_conflict,19,20,17962,17962,1,1,-0.127499999999999,-0.127499999999999,0
LB/MLB,Random_Forest,839,normal,21,13,19022,19022,1,1,0,0,0
LB/MLB,Random_Forest,840,normal,21,18,19035,19035,1,1,0,0,0
LB/MLB,LSBoost,67,mixed_conflict,1,2,8997,8997,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,68,mixed_conflict,1,3,9005,9005,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,69,mixed_conflict,1,6,9022,9022,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,70,mixed_conflict,1,8,9031,9031,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,71,mixed_conflict,1,10,9048,9048,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,72,mixed_conflict,1,11,9053,9051,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,73,mixed_conflict,1,12,9064,9064,1,1,0,0,0
LB/MLB,LSBoost,74,mixed_conflict,1,13,9088,9088,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,75,mixed_conflict,1,14,9097,9097,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,76,mixed_conflict,1,16,9105,9105,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,77,mixed_conflict,1,19,9126,9126,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,78,mixed_conflict,1,20,9129,9129,1,1,0,0,0
LB/MLB,LSBoost,79,mixed_conflict,1,21,9152,9152,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,81,overload,1,2,9179,9179,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,LSBoost,82,overload,1,4,9188,9188,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,LSBoost,83,overload,1,5,9197,9197,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,LSBoost,84,overload,1,6,9209,9207,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,85,overload,1,8,9227,9227,1,1,-0.0675551058668644,-0.0675551058668644,0
LB/MLB,LSBoost,86,overload,1,9,9236,9236,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,LSBoost,87,overload,1,10,9246,9246,1,1,0,0,0
LB/MLB,LSBoost,88,overload,1,11,9261,9259,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,89,overload,1,12,9272,9272,1,1,0,0,0
LB/MLB,LSBoost,90,overload,1,13,9285,9285,1,1,0,0,0
LB/MLB,LSBoost,91,overload,1,14,9305,9305,1,1,-0.0294387501523238,-0.0294387501523238,0
LB/MLB,LSBoost,92,overload,1,15,9314,9314,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,93,overload,1,16,9332,9332,1,1,0.0428336777262986,0.0428336777262986,0
LB/MLB,LSBoost,94,overload,1,18,9337,9337,1,1,0,0,0
LB/MLB,LSBoost,95,overload,1,19,9350,9350,1,1,0,0,0
LB/MLB,LSBoost,96,overload,1,20,9366,9366,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,97,overload,1,21,9378,9376,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,99,mixed_conflict,2,1,9402,9402,1,1,0,0,0
LB/MLB,LSBoost,100,mixed_conflict,2,3,9425,9425,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,101,mixed_conflict,2,4,9438,9438,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,102,mixed_conflict,2,5,9443,9441,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,103,mixed_conflict,2,6,9456,9456,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,104,mixed_conflict,2,7,9469,9467,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,105,mixed_conflict,2,8,9480,9480,1,1,0,0,0
LB/MLB,LSBoost,106,mixed_conflict,2,9,9493,9493,1,1,0,0,0
LB/MLB,LSBoost,107,mixed_conflict,2,10,9506,9506,1,1,0,0,0
LB/MLB,LSBoost,108,mixed_conflict,2,11,9529,9529,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,109,mixed_conflict,2,12,9534,9534,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,110,mixed_conflict,2,13,9547,9547,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,111,mixed_conflict,2,15,9568,9568,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,112,mixed_conflict,2,16,9582,9582,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,113,mixed_conflict,2,17,9584,9584,1,1,0,0,0
LB/MLB,LSBoost,114,mixed_conflict,2,19,9597,9597,1,1,0,0,0
LB/MLB,LSBoost,115,mixed_conflict,2,20,9610,9610,1,1,0,0,0
LB/MLB,LSBoost,116,mixed_conflict,2,21,9625,9625,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,118,outage_sector,2,17,9649,9649,1,1,0,0,0
LB/MLB,LSBoost,119,outage_sector,2,20,9662,9662,1,1,0,0,0
LB/MLB,LSBoost,138,degraded_sector,3,1,9913,9913,1,1,0.06625,0.06625,0
LB/MLB,LSBoost,142,mixed_conflict,3,4,9961,9961,1,1,0,0,0
LB/MLB,LSBoost,143,mixed_conflict,3,5,9976,9976,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,144,mixed_conflict,3,6,9987,9987,1,1,0,0,0
LB/MLB,LSBoost,145,mixed_conflict,3,7,10000,10000,1,1,0,0,0
LB/MLB,LSBoost,146,mixed_conflict,3,8,10013,10013,1,1,0,0,0
LB/MLB,LSBoost,147,mixed_conflict,3,9,10028,10028,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,148,mixed_conflict,3,10,10045,10045,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,149,mixed_conflict,3,11,10052,10052,1,1,0,0,0
LB/MLB,LSBoost,150,mixed_conflict,3,12,10068,10068,1,1,0.0928114796445559,0.0928114796445559,0
LB/MLB,LSBoost,151,mixed_conflict,3,13,10089,10089,1,1,0.24652193582895,0.24652193582895,0
LB/MLB,LSBoost,152,mixed_conflict,3,14,10102,10102,1,1,0.0278065049344035,0.0278065049344035,0
LB/MLB,LSBoost,153,mixed_conflict,3,16,10111,10111,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,154,mixed_conflict,3,19,10117,10117,1,1,0,0,0
LB/MLB,LSBoost,155,mixed_conflict,3,20,10133,10133,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,156,mixed_conflict,3,21,10143,10143,1,1,0,0,0
LB/MLB,LSBoost,157,normal,3,3,10160,10160,1,1,0.06625,0.06625,0
LB/MLB,LSBoost,176,degraded_sector,4,6,10403,10403,1,1,0,0,0
LB/MLB,LSBoost,177,degraded_sector,4,12,10419,10419,1,1,-0.0238668566292451,-0.0238668566292451,0
LB/MLB,LSBoost,178,degraded_sector,4,13,10433,10433,1,1,0.05540156711438,0.05540156711438,0
LB/MLB,LSBoost,179,degraded_sector,4,17,10442,10442,1,1,0,0,0
LB/MLB,LSBoost,180,handover_stress,4,2,10455,10455,1,1,0,0,0
LB/MLB,LSBoost,181,handover_stress,4,16,10471,10471,1,1,0.0697161126571549,0.0697161126571549,0
LB/MLB,LSBoost,217,handover_stress,5,3,10939,10939,1,1,0.111482705411398,0.111482705411398,0
LB/MLB,LSBoost,218,handover_stress,5,4,10952,10952,1,1,-0.0310552605818644,-0.0310552605818644,0
LB/MLB,LSBoost,219,handover_stress,5,20,10962,10962,1,1,0,0,0
LB/MLB,LSBoost,237,outage_sector,5,1,11199,11199,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,256,degraded_sector,6,2,11446,11446,1,1,-0.0300447383259831,-0.0300447383259831,0
LB/MLB,LSBoost,257,degraded_sector,6,16,11456,11456,1,1,0,0,0
LB/MLB,LSBoost,258,degraded_sector,6,20,11469,11469,1,1,0,0,0
LB/MLB,LSBoost,278,outage_sector,6,9,11740,11740,1,1,-0.0229697407911832,-0.0229697407911832,0
LB/MLB,LSBoost,279,outage_sector,6,18,11742,11742,1,1,0,0,0
LB/MLB,LSBoost,338,mixed_conflict,8,1,12511,12509,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,339,mixed_conflict,8,2,12522,12522,1,1,0,0,0
LB/MLB,LSBoost,340,mixed_conflict,8,3,12537,12537,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,341,mixed_conflict,8,4,12548,12548,1,1,0,0,0
LB/MLB,LSBoost,342,mixed_conflict,8,5,12571,12571,1,1,-0.127500000000001,-0.127500000000001,0
LB/MLB,LSBoost,343,mixed_conflict,8,6,12580,12580,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,344,mixed_conflict,8,7,12590,12590,1,1,0.0549706298324548,0.0549706298324548,0
LB/MLB,LSBoost,345,mixed_conflict,8,9,12600,12600,1,1,0,0,0
LB/MLB,LSBoost,346,mixed_conflict,8,10,12616,12616,1,1,-0.0226783824449851,-0.0226783824449851,0
LB/MLB,LSBoost,347,mixed_conflict,8,11,12633,12633,1,1,0.0549706298324548,0.0549706298324548,0
LB/MLB,LSBoost,348,mixed_conflict,8,12,12639,12639,1,1,0,0,0
LB/MLB,LSBoost,349,mixed_conflict,8,13,12663,12663,1,1,-0.0391649553756275,-0.0391649553756275,0
LB/MLB,LSBoost,350,mixed_conflict,8,16,12665,12665,1,1,0,0,0
LB/MLB,LSBoost,351,mixed_conflict,8,19,12680,12678,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,352,mixed_conflict,8,20,12697,12697,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,353,mixed_conflict,8,21,12706,12704,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,445,degraded_sector,11,8,13900,13900,1,1,0,0,0
LB/MLB,LSBoost,503,overload,12,3,14664,14664,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,504,overload,12,5,14670,14670,1,1,0.26125,0.26125,0
LB/MLB,LSBoost,505,overload,12,6,14680,14680,1,1,0,0,0
LB/MLB,LSBoost,506,overload,12,7,14705,14705,1,1,0.06625,0.06625,0
LB/MLB,LSBoost,507,overload,12,8,14708,14706,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,508,overload,12,9,14719,14719,1,1,0,0,0
LB/MLB,LSBoost,509,overload,12,10,14739,14739,1,1,0.00152607602945076,0.00152607602945076,0
LB/MLB,LSBoost,510,overload,12,12,14747,14747,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,511,overload,12,13,14760,14760,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,512,overload,12,14,14781,14781,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,513,overload,12,15,14784,14784,1,1,0,0,0
LB/MLB,LSBoost,514,overload,12,16,14797,14797,1,1,0,0,0
LB/MLB,LSBoost,515,overload,12,17,14812,14812,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,516,overload,12,18,14833,14833,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,517,overload,12,19,14842,14842,1,1,-0.1338,-0.1338,0
LB/MLB,LSBoost,518,overload,12,20,14859,14859,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,541,overload,13,1,15150,15150,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,542,overload,13,2,15161,15161,1,1,0,0,0
LB/MLB,LSBoost,543,overload,13,3,15174,15174,1,1,0,0,0
LB/MLB,LSBoost,544,overload,13,6,15187,15187,1,1,0,0,0
LB/MLB,LSBoost,545,overload,13,7,15202,15200,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,546,overload,13,8,15213,15213,1,1,0,0,0
LB/MLB,LSBoost,547,overload,13,9,15237,15236,0,1,-0.1338,-0.152114420971201,0.018314420971201
LB/MLB,LSBoost,548,overload,13,10,15249,15249,1,1,-0.1275,-0.1275,0
LB/MLB,LSBoost,549,overload,13,11,15254,15252,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,550,overload,13,12,15267,15265,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,551,overload,13,13,15278,15278,1,1,0,0,0
LB/MLB,LSBoost,552,overload,13,14,15293,15291,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,553,overload,13,15,15304,15304,1,1,0,0,0
LB/MLB,LSBoost,554,overload,13,16,15319,15317,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,555,overload,13,17,15332,15330,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,556,overload,13,18,15343,15343,1,1,0,0,0
LB/MLB,LSBoost,557,overload,13,19,15356,15356,1,1,0,0,0
LB/MLB,LSBoost,558,overload,13,20,15369,15369,1,1,0,0,0
LB/MLB,LSBoost,559,overload,13,21,15384,15382,0,0,0,-0.1338,0.1338
LB/MLB,LSBoost,581,normal,14,12,15675,15675,1,1,0.253336968086199,0.253336968086199,0
LB/MLB,LSBoost,582,normal,14,15,15689,15689,1,1,0.0496621311874375,0.0496621311874375,0
