module_name,oracle_group_id,scenario_name,realization_id,source_sector_id,top1_predicted_action_id,top1_action_type,oracle_selected_action_id,oracle_match_top1,oracle_match_top2,selected_action_safety_valid
ES,1638,low_load_energy_saving_candidate,18,12,21542,sleep,21541,0,1,0
ES,1639,low_load_energy_saving_candidate,18,13,21545,sleep,21544,0,1,0
ES,1640,low_load_energy_saving_candidate,18,14,21548,sleep,21547,0,1,0
ES,1641,low_load_energy_saving_candidate,18,15,21551,sleep,21550,0,1,0
ES,1642,low_load_energy_saving_candidate,18,16,21554,sleep,21553,0,1,0
ES,1643,low_load_energy_saving_candidate,18,17,21557,sleep,21556,0,1,0
ES,1644,low_load_energy_saving_candidate,18,18,21560,sleep,21560,1,1,1
ES,1645,low_load_energy_saving_candidate,18,19,21563,sleep,21562,0,1,0
ES,1646,low_load_energy_saving_candidate,18,20,21566,sleep,21565,0,1,0
ES,1647,low_load_energy_saving_candidate,18,21,21569,sleep,21569,1,1,1
ES,1655,low_load,19,1,21590,sleep,21589,0,1,0
ES,1656,low_load,19,3,21593,sleep,21592,0,1,0
ES,1657,low_load,19,4,21596,sleep,21595,0,1,0
ES,1658,low_load,19,5,21599,sleep,21598,0,1,0
ES,1659,low_load,19,6,21602,sleep,21602,1,1,1
ES,1660,low_load,19,7,21605,sleep,21605,1,1,1
ES,1661,low_load,19,8,21608,sleep,21608,1,1,1
ES,1662,low_load,19,10,21610,keep_active,21610,1,1,1
ES,1663,low_load,19,11,21613,sleep,21612,0,1,0
ES,1664,low_load,19,12,21616,sleep,21615,0,1,0
ES,1665,low_load,19,13,21619,sleep,21618,0,1,0
ES,1666,low_load,19,15,21622,sleep,21622,1,1,1
ES,1667,low_load,19,16,21625,sleep,21624,0,1,0
ES,1668,low_load,19,17,21628,sleep,21627,0,1,0
ES,1669,low_load,19,18,21631,sleep,21630,0,1,0
ES,1670,low_load,19,19,21634,sleep,21633,0,1,0
ES,1671,low_load,19,20,21637,sleep,21637,1,1,1
ES,1672,low_load,19,21,21640,sleep,21639,0,1,0
ES,1673,low_load_energy_saving_candidate,19,1,21643,sleep,21643,1,1,1
ES,1674,low_load_energy_saving_candidate,19,2,21646,sleep,21645,0,1,0
ES,1675,low_load_energy_saving_candidate,19,3,21649,sleep,21648,0,1,0
ES,1676,low_load_energy_saving_candidate,19,4,21652,sleep,21651,0,1,0
ES,1677,low_load_energy_saving_candidate,19,5,21655,sleep,21655,1,1,1
ES,1678,low_load_energy_saving_candidate,19,6,21658,sleep,21657,0,1,0
ES,1679,low_load_energy_saving_candidate,19,7,21661,sleep,21660,0,1,0
ES,1680,low_load_energy_saving_candidate,19,8,21664,sleep,21663,0,1,0
ES,1681,low_load_energy_saving_candidate,19,9,21667,sleep,21667,1,1,1
ES,1682,low_load_energy_saving_candidate,19,10,21670,sleep,21669,0,1,0
ES,1683,low_load_energy_saving_candidate,19,11,21673,sleep,21672,0,1,0
ES,1684,low_load_energy_saving_candidate,19,12,21676,sleep,21675,0,1,0
ES,1685,low_load_energy_saving_candidate,19,13,21679,sleep,21679,1,1,1
ES,1686,low_load_energy_saving_candidate,19,14,21682,sleep,21681,0,1,0
ES,1687,low_load_energy_saving_candidate,19,15,21685,sleep,21684,0,1,0
ES,1688,low_load_energy_saving_candidate,19,17,21688,sleep,21687,0,1,0
ES,1689,low_load_energy_saving_candidate,19,18,21691,sleep,21690,0,1,0
ES,1690,low_load_energy_saving_candidate,19,19,21694,sleep,21694,1,1,1
ES,1691,low_load_energy_saving_candidate,19,20,21697,sleep,21696,0,1,0
ES,1692,low_load_energy_saving_candidate,19,21,21700,sleep,21700,1,1,1
ES,1699,degraded_sector,20,14,21719,sleep,21718,0,1,0
ES,1700,degraded_sector,20,20,21721,keep_active,21721,1,1,1
ES,1739,outage_sector,20,7,21831,sleep,21830,0,1,0
ES,1740,outage_sector,20,20,21833,keep_active,21833,1,1,1
HO/MRO,1785,handover_stress,1,2,22149,handover_parameter_adjustment,22147,0,0,1
HO/MRO,1786,handover_stress,1,3,22327,handover_parameter_adjustment,22384,0,0,0
HO/MRO,1787,handover_stress,1,4,22505,handover_parameter_adjustment,22503,0,0,1
HO/MRO,1788,handover_stress,1,5,22683,handover_parameter_adjustment,22681,0,0,1
HO/MRO,1789,handover_stress,1,6,22861,handover_parameter_adjustment,22859,0,0,1
HO/MRO,1790,handover_stress,1,8,23039,handover_parameter_adjustment,23037,0,0,1
HO/MRO,1791,handover_stress,1,9,23217,handover_parameter_adjustment,23215,0,0,1
HO/MRO,1792,handover_stress,1,11,23395,handover_parameter_adjustment,23393,0,0,1
HO/MRO,1793,handover_stress,1,12,23573,handover_parameter_adjustment,23571,0,0,1
HO/MRO,1794,handover_stress,1,13,23751,handover_parameter_adjustment,23749,0,0,1
HO/MRO,1795,handover_stress,1,15,23929,handover_parameter_adjustment,23927,0,0,1
HO/MRO,1796,handover_stress,1,16,24107,handover_parameter_adjustment,24105,0,0,1
HO/MRO,1797,handover_stress,1,17,24285,handover_parameter_adjustment,24283,0,0,1
HO/MRO,1798,handover_stress,1,18,24463,handover_parameter_adjustment,24520,0,0,0
HO/MRO,1799,handover_stress,1,19,24641,handover_parameter_adjustment,24639,0,0,1
HO/MRO,1800,handover_stress,1,20,24819,handover_parameter_adjustment,24817,0,0,1
HO/MRO,1801,handover_stress,1,21,24997,handover_parameter_adjustment,24995,0,0,1
HO/MRO,1812,outage_sector,1,2,26955,handover_parameter_adjustment,26953,0,0,1
HO/MRO,1813,outage_sector,1,5,27133,handover_parameter_adjustment,27131,0,0,1
HO/MRO,1816,degraded_sector,2,2,27714,handover_parameter_adjustment,27665,0,0,1
HO/MRO,1817,degraded_sector,2,9,27845,handover_parameter_adjustment,27843,0,0,1
HO/MRO,1818,degraded_sector,2,10,28023,handover_parameter_adjustment,28021,0,0,1
HO/MRO,1819,handover_stress,2,1,28201,handover_parameter_adjustment,28199,0,0,1
HO/MRO,1820,handover_stress,2,3,28379,handover_parameter_adjustment,28377,0,0,1
HO/MRO,1821,handover_stress,2,5,28557,handover_parameter_adjustment,28555,0,0,1
HO/MRO,1822,handover_stress,2,8,28735,handover_parameter_adjustment,28733,0,0,1
HO/MRO,1823,handover_stress,2,9,28913,handover_parameter_adjustment,28911,0,0,1
HO/MRO,1824,handover_stress,2,10,29091,handover_parameter_adjustment,29089,0,0,1
HO/MRO,1825,handover_stress,2,12,29269,handover_parameter_adjustment,29267,0,0,1
HO/MRO,1826,handover_stress,2,13,29447,handover_parameter_adjustment,29445,0,0,1
HO/MRO,1827,handover_stress,2,16,29625,handover_parameter_adjustment,29623,0,0,1
HO/MRO,1828,handover_stress,2,17,29803,handover_parameter_adjustment,29801,0,0,1
HO/MRO,1829,handover_stress,2,18,29981,handover_parameter_adjustment,29979,0,0,1
HO/MRO,1830,handover_stress,2,19,30159,handover_parameter_adjustment,30157,0,0,1
HO/MRO,1831,handover_stress,2,20,30337,handover_parameter_adjustment,30335,0,0,1
HO/MRO,1832,handover_stress,2,21,30515,handover_parameter_adjustment,30513,0,0,1
HO/MRO,1841,overload,2,2,32164,handover_parameter_adjustment,32174,0,0,0
HO/MRO,1842,overload,2,5,32342,handover_parameter_adjustment,32283,0,0,0
HO/MRO,1843,overload,2,15,32473,handover_parameter_adjustment,32530,0,0,0
HO/MRO,1844,degraded_sector,3,3,32651,handover_parameter_adjustment,32649,0,0,1
HO/MRO,1845,degraded_sector,3,13,32829,handover_parameter_adjustment,32827,0,0,1
HO/MRO,1862,overload,3,2,35855,handover_parameter_adjustment,35843,0,0,0
HO/MRO,1882,mixed_conflict,4,2,39462,handover_parameter_adjustment,39413,0,0,1
HO/MRO,1883,mixed_conflict,4,5,39640,handover_parameter_adjustment,39709,0,0,0
HO/MRO,1904,low_load,5,16,43378,handover_parameter_adjustment,43329,0,0,1
HO/MRO,1907,mixed_conflict,5,12,43912,handover_parameter_adjustment,43981,0,0,0
HO/MRO,1941,outage_sector,6,5,49917,handover_parameter_adjustment,49915,0,0,1
HO/MRO,1942,outage_sector,6,9,50095,handover_parameter_adjustment,50093,0,0,1
HO/MRO,1943,outage_sector,6,17,50273,handover_parameter_adjustment,50271,0,0,1
HO/MRO,1970,normal,7,1,55079,handover_parameter_adjustment,55077,0,0,1
HO/MRO,1971,normal,7,2,55257,handover_parameter_adjustment,55255,0,0,1
HO/MRO,1972,normal,7,19,55435,handover_parameter_adjustment,55433,0,0,1
HO/MRO,1973,normal,7,20,55613,handover_parameter_adjustment,55611,0,0,1
HO/MRO,2004,overload,8,16,61178,handover_parameter_adjustment,61119,0,0,0
HO/MRO,2005,degraded_sector,9,10,61309,handover_parameter_adjustment,61307,0,0,1
HO/MRO,2031,normal,9,13,65937,handover_parameter_adjustment,65935,0,0,1
HO/MRO,2032,normal,9,16,66162,handover_parameter_adjustment,66113,0,0,1
HO/MRO,2036,overload,9,2,66827,handover_parameter_adjustment,66825,0,0,1
HO/MRO,2037,overload,9,9,67052,handover_parameter_adjustment,67003,0,0,1
HO/MRO,2057,normal,10,2,70565,handover_parameter_adjustment,70563,0,0,1
HO/MRO,2058,normal,10,13,70743,handover_parameter_adjustment,70741,0,0,1
HO/MRO,2091,low_load_energy_saving_candidate,11,6,76617,handover_parameter_adjustment,76615,0,0,1
HO/MRO,2141,handover_stress,13,1,85517,handover_parameter_adjustment,85515,0,0,1
HO/MRO,2142,handover_stress,13,2,85742,handover_parameter_adjustment,85693,0,0,1
HO/MRO,2143,handover_stress,13,3,85873,handover_parameter_adjustment,85871,0,0,1
HO/MRO,2144,handover_stress,13,5,86051,handover_parameter_adjustment,86108,0,0,0
HO/MRO,2145,handover_stress,13,8,86229,handover_parameter_adjustment,86227,0,0,1
HO/MRO,2146,handover_stress,13,9,86407,handover_parameter_adjustment,86464,0,0,0
HO/MRO,2147,handover_stress,13,12,86585,handover_parameter_adjustment,86642,0,0,0
HO/MRO,2148,handover_stress,13,13,86763,handover_parameter_adjustment,86820,0,0,0
HO/MRO,2149,handover_stress,13,14,86941,handover_parameter_adjustment,86939,0,0,1
HO/MRO,2150,handover_stress,13,16,87119,handover_parameter_adjustment,87117,0,0,1
HO/MRO,2151,handover_stress,13,17,87297,handover_parameter_adjustment,87295,0,0,1
HO/MRO,2152,handover_stress,13,20,87475,handover_parameter_adjustment,87473,0,0,1
HO/MRO,2153,low_load,13,2,87653,handover_parameter_adjustment,87651,0,0,1
HO/MRO,2154,low_load,13,9,87831,handover_parameter_adjustment,87829,0,0,1
HO/MRO,2155,low_load,13,13,88009,handover_parameter_adjustment,88007,0,0,1
HO/MRO,2157,mixed_conflict,13,10,88412,handover_parameter_adjustment,88422,0,0,0
HO/MRO,2265,low_load,17,3,107589,handover_parameter_adjustment,107587,0,0,1
HO/MRO,2266,low_load_energy_saving_candidate,17,20,107814,handover_parameter_adjustment,107765,0,0,1
HO/MRO,2267,mixed_conflict,17,1,107945,handover_parameter_adjustment,107933,0,0,0
HO/MRO,2268,mixed_conflict,17,9,108170,handover_parameter_adjustment,108180,0,0,0
HO/MRO,2270,outage_sector,17,2,108479,handover_parameter_adjustment,108477,0,0,1
HO/MRO,2271,outage_sector,17,12,108657,handover_parameter_adjustment,108655,0,0,1
HO/MRO,2272,outage_sector,17,20,108835,handover_parameter_adjustment,108833,0,0,1
HO/MRO,2275,handover_stress,18,1,109369,handover_parameter_adjustment,109367,0,0,1
HO/MRO,2276,handover_stress,18,2,109547,handover_parameter_adjustment,109545,0,0,1
HO/MRO,2277,handover_stress,18,3,109725,handover_parameter_adjustment,109782,0,0,0
HO/MRO,2278,handover_stress,18,5,109903,handover_parameter_adjustment,109901,0,0,1
HO/MRO,2279,handover_stress,18,6,110128,handover_parameter_adjustment,110079,0,0,1
HO/MRO,2280,handover_stress,18,7,110259,handover_parameter_adjustment,110257,0,0,1
HO/MRO,2281,handover_stress,18,8,110437,handover_parameter_adjustment,110435,0,0,1
HO/MRO,2282,handover_stress,18,9,110615,handover_parameter_adjustment,110613,0,0,1
HO/MRO,2283,handover_stress,18,10,110793,handover_parameter_adjustment,110791,0,0,1
HO/MRO,2284,handover_stress,18,12,110971,handover_parameter_adjustment,110969,0,0,1
HO/MRO,2285,handover_stress,18,13,111149,handover_parameter_adjustment,111147,0,0,1
HO/MRO,2286,handover_stress,18,15,111327,handover_parameter_adjustment,111325,0,0,1
HO/MRO,2287,handover_stress,18,16,111505,handover_parameter_adjustment,111503,0,0,1
HO/MRO,2288,handover_stress,18,18,111683,handover_parameter_adjustment,111740,0,0,0
HO/MRO,2289,handover_stress,18,20,111861,handover_parameter_adjustment,111859,0,0,1
HO/MRO,2306,handover_stress,19,1,114887,handover_parameter_adjustment,114885,0,0,1
HO/MRO,2307,handover_stress,19,2,115065,handover_parameter_adjustment,115063,0,0,1
HO/MRO,2308,handover_stress,19,3,115243,handover_parameter_adjustment,115241,0,0,1
HO/MRO,2309,handover_stress,19,5,115421,handover_parameter_adjustment,115478,0,0,0
HO/MRO,2310,handover_stress,19,6,115599,handover_parameter_adjustment,115597,0,0,1
HO/MRO,2311,handover_stress,19,8,115777,handover_parameter_adjustment,115775,0,0,1
HO/MRO,2312,handover_stress,19,9,115955,handover_parameter_adjustment,116012,0,0,0
HO/MRO,2313,handover_stress,19,10,116133,handover_parameter_adjustment,116131,0,0,1
HO/MRO,2314,handover_stress,19,12,116311,handover_parameter_adjustment,116427,0,0,0
HO/MRO,2315,handover_stress,19,13,116489,handover_parameter_adjustment,116546,0,0,0
HO/MRO,2316,handover_stress,19,15,116667,handover_parameter_adjustment,116665,0,0,1
HO/MRO,2317,handover_stress,19,16,116845,handover_parameter_adjustment,116843,0,0,1
HO/MRO,2318,handover_stress,19,17,117023,handover_parameter_adjustment,117021,0,0,1
HO/MRO,2319,handover_stress,19,18,117201,handover_parameter_adjustment,117199,0,0,1
HO/MRO,2320,handover_stress,19,19,117379,handover_parameter_adjustment,117377,0,0,1
HO/MRO,2321,handover_stress,19,20,117557,handover_parameter_adjustment,117555,0,0,1
HO/MRO,2322,handover_stress,19,21,117735,handover_parameter_adjustment,117733,0,0,1
HO/MRO,2328,normal,19,1,118803,handover_parameter_adjustment,118801,0,0,1
HO/MRO,2329,normal,19,2,118981,handover_parameter_adjustment,118979,0,0,1
HO/MRO,2330,normal,19,16,119159,handover_parameter_adjustment,119157,0,0,1
HO/MRO,2331,normal,19,17,119337,handover_parameter_adjustment,119335,0,0,1
HO/MRO,2336,degraded_sector,20,5,120227,handover_parameter_adjustment,120225,0,0,1
HO/MRO,2337,degraded_sector,20,16,120405,handover_parameter_adjustment,120403,0,0,1
HO/MRO,2357,low_load,20,4,123965,handover_parameter_adjustment,123963,0,0,1
HO/MRO,2358,low_load,20,9,124190,handover_parameter_adjustment,124141,0,0,1
HO/MRO,2359,low_load_energy_saving_candidate,20,2,124321,handover_parameter_adjustment,124319,0,0,1
HO/MRO,2360,low_load_energy_saving_candidate,20,10,124499,handover_parameter_adjustment,124497,0,0,1
HO/MRO,2361,low_load_energy_saving_candidate,20,13,124677,handover_parameter_adjustment,124675,0,0,1
HO/MRO,2364,outage_sector,20,6,125211,handover_parameter_adjustment,125268,0,0,0
HO/MRO,2383,low_load_energy_saving_candidate,21,1,128593,handover_parameter_adjustment,128591,0,0,1
HO/MRO,2384,low_load_energy_saving_candidate,21,9,128818,handover_parameter_adjustment,128769,0,0,1
HO/MRO,2385,low_load_energy_saving_candidate,21,20,128949,handover_parameter_adjustment,128947,0,0,1
HO/MRO,2391,outage_sector,21,15,130017,handover_parameter_adjustment,130015,0,0,1
HO/MRO,2392,outage_sector,21,19,130195,handover_parameter_adjustment,130193,0,0,1
